iteration,games_started,avg_loss,avg_game_length,wins,draws,nodes_expanded,avg_illegal_prob,acpl
150,9987,4.039693,96.7845,9641,90,481784842,0.1570473280273547,0.0
151,10005,4.032651,96.819466,9658,91,482946092,0.1510449806749405,0.0
152,10029,4.0102906,96.818886,9681,92,484087315,0.1459017274933155,0.0
153,10055,4.024936,96.82682,9707,92,485219722,0.1472347829980158,0.0
154,10081,4.002014,96.81547,9733,92,486343196,0.1434098409185888,0.0
155,10105,3.981855,96.801506,9756,93,487419430,0.1389453382279394,0.0
156,10120,4.0015373,96.808395,9771,93,488463580,0.1414849247697941,0.0
157,10137,3.9740243,96.812874,9788,93,489484655,0.1361329929343289,0.0
158,10162,3.9493866,96.835655,9813,93,490482981,0.1266759383298614,0.0
159,10185,3.954595,96.80924,9836,93,491476686,0.1226675250782721,0.0
160,10204,3.9286275,96.81413,9855,93,492437694,0.1272116066725099,0.0
161,10227,3.9298782,96.79661,9875,96,493383995,0.1128273272538018,0.0
162,10244,3.9317453,96.79095,9891,97,494320637,0.1176835074815173,0.0
163,10267,3.9114718,96.79513,9913,98,495253243,0.1108088679957498,0.0
164,10279,3.899568,96.79288,9924,99,496163475,0.109282706230419,0.0
165,10301,3.9050374,96.79522,9943,102,497050156,0.1098248705657109,0.0
166,10326,3.8647914,96.76405,9966,104,497911089,0.0965434951092685,0.0
167,10332,3.897715,96.74772,9972,104,498746271,0.1089681224858594,0.0
168,10356,3.879879,96.76158,9996,104,499566206,0.104160705239752,0.0
169,10374,3.8598924,96.768036,10014,104,500370402,0.0998678152006778,0.0
170,10399,3.8678777,96.71705,10036,107,501146301,0.089444212977747,0.0
171,10413,3.846,96.702965,10050,107,501893316,0.0885941027824934,0.0
172,10426,3.8421264,96.69007,10062,108,502600512,0.0862333861275931,0.0
173,10442,3.823468,96.687515,10078,108,503275242,0.0808221595833029,0.0
174,10452,3.804981,96.68811,10088,108,503906166,0.0773629944578769,0.0
175,10462,3.8271644,96.69802,10097,109,504497335,0.0746885847979391,0.0
176,10473,3.7959318,96.701965,10108,109,505061978,0.0665609662157044,0.0
177,10486,3.7824454,96.70938,10120,110,505602760,0.0668653985964027,0.0
178,10498,3.7896662,96.7105,10131,111,506135767,0.0630628108158497,0.0
179,10505,3.7915015,96.71109,10137,112,506659484,0.0641554154577734,0.0
180,10521,3.7689087,96.70599,10152,113,507156366,0.0596583444007808,0.0
181,10528,3.7878294,96.70249,10159,113,507644628,0.0568540044230794,0.0
182,10540,3.7725487,96.68174,10168,116,508110091,0.0569433856565935,0.0
183,10549,3.747857,96.67269,10176,117,508579436,0.0572683639628648,0.0
184,10555,3.762309,96.671036,10182,117,509049074,0.0603752402026048,0.0
185,10569,3.7472553,96.68516,10195,118,509507779,0.0510673668260828,0.0
186,10577,3.7463024,96.68811,10202,119,509957074,0.0526999836091743,0.0
187,10589,3.7375894,96.67386,10214,119,510367196,0.0454927592055733,0.0
188,10594,3.7338462,96.67237,10219,119,510771513,0.048602152374791,0.0
189,10599,3.7253172,96.682686,10224,119,511132948,0.046210607067747,0.0
190,10608,3.719299,96.67301,10232,120,511465522,0.0404525816807986,0.0
191,10614,3.7085528,96.69579,10238,120,511766873,0.0327237742013285,0.0
192,10620,3.6873302,96.69182,10243,121,512045008,0.031512580855181,0.0
193,10626,3.6920958,96.68679,10249,121,512314718,0.0311077191739741,0.0
194,10631,3.6918628,96.68935,10253,122,512572664,0.02991782885512,0.0
195,10636,3.6922874,96.6815,10257,123,512831831,0.0293326568018187,0.0
196,10642,3.6744313,96.679665,10261,125,513089790,0.0327120661767259,0.0
197,10650,3.685082,96.66384,10269,125,513323608,0.0250457929270402,0.0
198,10653,3.679526,96.676636,10272,125,513533885,0.0235640446845572,0.0
199,10655,3.669362,96.67343,10274,125,513744574,0.0266003704743951,0.0
200,10660,3.6625793,96.67743,10277,127,513930745,0.0228799456866156,0.0
201,10662,3.66399,96.67297,10278,128,514109406,0.0224035128989644,0.0
202,10667,3.6639774,96.680435,10283,128,514285197,0.0202423382351251,0.0
203,10670,3.6451106,96.686,10286,128,514462595,0.0194806951488794,0.0
